 #Opacity coefficient HI (B5V)
 # 1/Lambda [mu m^-1]              k_bf [cm^2]               k_ff [cm^2]
   6.8027210884353737        1.9547315556024538E-021   5.7647644553428001E-027
   6.7567567567567570        1.9932874863826642E-021   5.8815091277492016E-027
   6.7114093959731544        2.0323322459487089E-021   5.9998113364657594E-027
   6.6666666666666670        2.0718685716961536E-021   6.1196812600738744E-027
   6.6225165562913908        2.1118991955634611E-021   6.2411290756167877E-027
   6.5789473684210522        2.1524268440479442E-021   6.3641649586132659E-027
   6.5359477124183005        2.1934542382215460E-021   6.4887990830710168E-027
   6.4935064935064934        2.2349840937464449E-021   6.6150416214999462E-027
   6.4516129032258061        2.2770191208904960E-021   6.7429027449251994E-027
   6.4102564102564106        2.3195620245424995E-021   6.8723926228999949E-027
   6.3694267515923570        2.3626155042273189E-021   7.0035214235182733E-027
   6.3291139240506329        2.4061822541208281E-021   7.1362993134271661E-027
   6.2893081761006293        2.4502649630647074E-021   7.2707364578392537E-027
   6.2500000000000000        2.4948663145810876E-021   7.4068430205446754E-027
   6.2111801242236027        2.5399889868870376E-021   7.5446291639230402E-027
   6.1728395061728394        2.5856356529089056E-021   7.6841050489551618E-027
   6.1349693251533743        2.6318089802965204E-021   7.8252808352346388E-027
   6.0975609756097562        2.6785116314372371E-021   7.9681666809792663E-027
   6.0606060606060606        2.7257462634698527E-021   8.1127727430422585E-027
   6.0240963855421690        2.7735155282983783E-021   8.2591091769233555E-027
   5.9880239520958085        2.8218220726056733E-021   8.4071861367797369E-027
   5.9523809523809526        2.8706685378669505E-021   8.5570137754367938E-027
   5.9171597633136095        2.9200575603631471E-021   8.7086022443987536E-027
   5.8823529411764710        2.9699917711941594E-021   8.8619616938591642E-027
   5.8479532163742691        3.0204737962919655E-021   9.0171022727112061E-027
   5.8139534883720927        3.0715062564336045E-021   9.1740341285579060E-027
   5.7803468208092488        3.1230917672540460E-021   9.3327674077221639E-027
   5.7471264367816088        3.1752329392589315E-021   9.4933122552566743E-027
   5.7142857142857144        3.2279323778371961E-021   9.6556788149537169E-027
   5.6818181818181817        3.2811926832735740E-021   9.8198772293547950E-027
   5.6497175141242941        3.3350164507609924E-021   9.9859176397601589E-027
   5.6179775280898880        3.3894062704128416E-021   1.0153810186238202E-026
   5.5865921787709496        3.4443647272751410E-021   1.0323565007634730E-026
   5.5555555555555554        3.4998944013385900E-021   1.0495192241582115E-026
   5.5248618784530388        3.5559978675505167E-021   1.0668702024508316E-026
   5.4945054945054945        3.6126776958267087E-021   1.0844104491645807E-026
   5.4644808743169397        3.6699364510631478E-021   1.1021409777040360E-026
   5.4347826086956523        3.7277766931476386E-021   1.1200628013559740E-026
   5.4054054054054053        3.7862009769713267E-021   1.1381769332902286E-026
   5.3763440860215050        3.8452118524401310E-021   1.1564843865605358E-026
   5.3475935828877006        3.9048118644860637E-021   1.1749861741053725E-026
   5.3191489361702127        3.9650035530784557E-021   1.1936833087487789E-026
   5.2910052910052912        4.0257894532350908E-021   1.2125768032011767E-026
   5.2631578947368425        4.0871720950332375E-021   1.2316676700601714E-026
   5.2356020942408374        4.1491540036205904E-021   1.2509569218113495E-026
   5.2083333333333330        4.2117376992261228E-021   1.2704455708290641E-026
   5.1813471502590671        4.2749256971708363E-021   1.2901346293772093E-026
   5.1546391752577323        4.3387205078784422E-021   1.3100251096099862E-026
   5.1282051282051286        4.4031246368859231E-021   1.3301180235726637E-026
   5.1020408163265305        4.4681405848540427E-021   1.3504143832023220E-026
   5.0761421319796955        4.5337708475777403E-021   1.3709152003285942E-026
   5.0505050505050502        4.6000179159964570E-021   1.3916214866743958E-026
   5.0251256281407040        4.6668842762043726E-021   1.4125342538566470E-026
   5.0000000000000000        4.7343724094605606E-021   1.4336545133869866E-026
   4.9751243781094523        4.8024847921990617E-021   1.4549832766724753E-026
   4.9504950495049505        4.8712238960388771E-021   1.4765215550162920E-026
   4.9261083743842367        4.9405921877938824E-021   1.4982703596184245E-026
   4.9019607843137258        5.0105921294826646E-021   1.5202307015763473E-026
   4.8780487804878048        5.0812261783382819E-021   1.5424035918856976E-026
   4.8543689320388346        5.1524967868179428E-021   1.5647900414409371E-026
   4.8309178743961354        5.2244064026126184E-021   1.5873910610360125E-026
   4.8076923076923075        5.2969574686565708E-021   1.6102076613650025E-026
   4.7846889952153111        5.3701524231368210E-021   1.6332408530227648E-026
   4.7619047619047619        5.4439936995025311E-021   1.6564916465055662E-026
   4.7393364928909953        5.5184837264743221E-021   1.6799610522117153E-026
   4.7169811320754720        5.5936249280535255E-021   1.7036500804421828E-026
   4.6948356807511740        5.6694197235313521E-021   1.7275597414012155E-026
   4.6728971962616823        5.7458705274980106E-021   1.7516910451969440E-026
   4.6511627906976747        5.8229797498517444E-021   1.7760450018419861E-026
   4.6296296296296298        5.9007497958077996E-021   1.8006226212540378E-026
   4.6082949308755756        5.9791830659073474E-021   1.8254249132564659E-026
   4.5871559633027523        6.0582819560263169E-021   1.8504528875788850E-026
   4.5662100456621006        6.1380488573841751E-021   1.8757075538577371E-026
   4.5454545454545459        6.2184861565526436E-021   1.9011899216368594E-026
   4.5248868778280542        6.2995962354643546E-021   1.9269010003680480E-026
   4.5045045045045047        6.3813814714214384E-021   1.9528417994116136E-026
   4.4843049327354256        6.4638442371040478E-021   1.9790133280369362E-026
   4.4642857142857144        6.5469869005788394E-021   2.0054165954230091E-026
   4.4444444444444446        6.6308118253073729E-021   2.0320526106589778E-026
   4.4247787610619467        6.7153213701544592E-021   2.0589223827446771E-026
   4.4052863436123344        6.8005178893964640E-021   2.0860269205911579E-026
   4.3859649122807021        6.8864037327295295E-021   2.1133672330212099E-026
   4.3668122270742362        6.9729812452777586E-021   2.1409443287698840E-026
   4.3478260869565215        7.0602527676013350E-021   2.1687592164849995E-026
   4.3290043290043290        7.1482206357045844E-021   2.1968129047276546E-026
   4.3103448275862073        7.2368871810439897E-021   2.2251064019727285E-026
   4.2918454935622314        7.3262547305361458E-021   2.2536407166093791E-026
   4.2735042735042734        7.4163256065656579E-021   2.2824168569415339E-026
   4.2553191489361701        7.5071021269929952E-021   2.3114358311883789E-026
   4.2372881355932206        7.5985866051622850E-021   2.3406986474848401E-026
   4.2194092827004219        7.6907813499090588E-021   2.3702063138820610E-026
   4.2016806722689077        7.7836886655679421E-021   2.3999598383478772E-026
   4.1841004184100417        7.8773108519803028E-021   2.4299602287672825E-026
   4.1666666666666670        7.9716502045018434E-021   2.4602084929428958E-026
   4.1493775933609962        8.0667090140101330E-021   2.4907056385954157E-026
   4.1322314049586772        8.1624895669121161E-021   2.5214526733640810E-026
   4.1152263374485596        8.2589941451515475E-021   2.5524506048071161E-026
   4.0983606557377046        8.3562250262163944E-021   2.5837004404021808E-026
   4.0816326530612246        8.4541844831461862E-021   2.6152031875468079E-026
   4.0650406504065044        8.5528747845393166E-021   2.6469598535588463E-026
   4.0485829959514170        8.6522981945602972E-021   2.6789714456768882E-026
   4.0322580645161290        8.7524569729469711E-021   2.7112389710607029E-026
   4.0160642570281126        8.8533533750176879E-021   2.7437634367916621E-026
   4.0000000000000000        8.9549896516783988E-021   2.7765458498731569E-026
   3.9840637450199203        9.0573680494297564E-021   2.8095872172310182E-026
   3.9682539682539684        9.1604908103741400E-021   2.8428885457139319E-026
   3.9525691699604741        9.2643601722226416E-021   2.8764508420938431E-026
   3.9370078740157481        9.3689783683020099E-021   2.9102751130663682E-026
   3.9215686274509802        9.4743476275615548E-021   2.9443623652511910E-026
   3.9062500000000000        9.5804701745800087E-021   2.9787136051924648E-026
   3.8910505836575875        9.6873482295723531E-021   3.0133298393592057E-026
   3.8759689922480618        9.7949840083965773E-021   3.0482120741456858E-026
   3.8610038610038608        9.9033797225604326E-021   3.0833613158718159E-026
   3.8461538461538463        1.0012537579228122E-020   3.1187785707835331E-026
   3.8314176245210727        1.0122459781226960E-020   3.1544648450531829E-026
   3.8167938931297711        1.0233148527053985E-020   3.1904211447798931E-026
   3.8022813688212929        1.0344606010882537E-020   3.2266484759899493E-026
   3.7878787878787881        1.0456834422568798E-020   3.2631478446371618E-026
   3.7735849056603774        1.0569835947658304E-020   3.2999202566032407E-026
   3.7593984962406015        1.0683612767392377E-020   3.3369667176981532E-026
   3.7453183520599249        1.0798167058714584E-020   3.3742882336604844E-026
   3.7313432835820897        1.0913500994277107E-020   3.4118858101577956E-026
   3.7174721189591078        1.1029616742447094E-020   3.4497604527869858E-026
   3.7037037037037037        1.1146516467312976E-020   3.4879131670746309E-026
   3.6900369003690039        1.1264202328690744E-020   3.5263449584773411E-026
   3.6764705882352939        1.1382676482130195E-020   3.5650568323821022E-026
   3.6630036630036629        1.1501941078921128E-020   3.6040497941066191E-026
   3.6496350364963503        1.1621998266099533E-020   3.6433248488996562E-026
   3.6363636363636362        1.1742850186453705E-020   3.6828830019413706E-026
   3.6231884057971016        1.1864498978530374E-020   3.7227252583436515E-026
   3.6101083032490973        1.1986946776640741E-020   3.7628526231504427E-026
   3.5971223021582732        1.2110195710866545E-020   3.8032661013380804E-026
   3.5842293906810037        1.2234247907066038E-020   3.8439666978156082E-026
   3.5714285714285716        1.2359105486879970E-020   3.8849554174251104E-026
   3.5587188612099645        1.2484770567737515E-020   3.9262332649420237E-026
   3.5460992907801416        1.2611245262862169E-020   3.9678012450754550E-026
   3.5335689045936394        1.2738531681277637E-020   4.0096603624685005E-026
   3.5211267605633805        1.2866631927813656E-020   4.0518116216985561E-026
   3.5087719298245612        1.2995548103111805E-020   4.0942560272776227E-026
   3.4965034965034967        1.3125282303631291E-020   4.1369945836526163E-026
   3.4843205574912890        1.3255836621654674E-020   4.1800282952056745E-026
   3.4722222222222223        1.3387213145293599E-020   4.2233581662544554E-026
   3.4602076124567476        1.3519413958494465E-020   4.2669852010524379E-026
   3.4482758620689653        1.3652441141044083E-020   4.3109104037892119E-026
   3.4364261168384878        1.3786296768575315E-020   4.3551347785907900E-026
   3.4246575342465753        1.3920982912572635E-020   4.3996593295198804E-026
   3.4129692832764507        1.4056501640377718E-020   4.4444850605761903E-026
   3.4013605442176869        1.4192855015194963E-020   4.4896129756967040E-026
   3.3898305084745761        1.4330045096097014E-020   4.5350440787559758E-026
   3.3783783783783785        1.4468073938030217E-020   4.5807793735664101E-026
   3.3670033670033672        1.4606943591820076E-020   4.6268198638785389E-026
   3.3557046979865772        1.4746656104176692E-020   4.6731665533813047E-026
   3.3444816053511706        1.4887213517700134E-020   4.7198204457023368E-026
   3.3333333333333335        1.5028617870885802E-020   4.7667825444082212E-026
   3.3222591362126246        1.5170871198129779E-020   4.8140538530047793E-026
   3.3112582781456954        1.5313975529734149E-020   4.8616353749373303E-026
   3.3003300330033003        1.5457932891912262E-020   4.9095281135909651E-026
   3.2894736842105261        1.5602745306794004E-020   4.9577330722908062E-026
   3.2786885245901640        1.5748414792431012E-020   5.0062512543022824E-026
   3.2679738562091503        1.5894943362801906E-020   5.0550836628313745E-026
   3.2573289902280131        1.6042333027817448E-020   5.1042313010248909E-026
   3.2467532467532467        1.6190585793325700E-020   5.1536951719707107E-026
   3.2362459546925568        1.6339703661117146E-020   5.2034762786980546E-026
   3.2258064516129030        1.6489688628929816E-020   5.2535756241777240E-026
   3.2154340836012860        1.6640542690454335E-020   5.3039942113223645E-026
   3.2051282051282053        1.6792267835338995E-020   5.3547330429867098E-026
   3.1948881789137382        1.6944866049194772E-020   5.4057931219678311E-026
   3.1847133757961785        1.7098339313600338E-020   5.4571754510053841E-026
   3.1746031746031744        1.7252689606107044E-020   5.5088810327818522E-026
   3.1645569620253164        1.7407918900243849E-020   5.5609108699227889E-026
   3.1545741324921135        1.7564029165522283E-020   5.6132659649970612E-026
   3.1446540880503147        1.7721022367441342E-020   5.6659473205170904E-026
   3.1347962382445140        1.7878900467492368E-020   5.7189559389390774E-026
   3.1250000000000000        1.8037665423163910E-020   5.7722928226632549E-026
   3.1152647975077881        1.8197319187946573E-020   5.8259589740341105E-026
   3.1055900621118013        1.8357863711337823E-020   5.8799553953406229E-026
   3.0959752321981426        1.8519300938846780E-020   5.9342830888164858E-026
   3.0864197530864197        1.8681632811998990E-020   5.9889430566403515E-026
   3.0769230769230771        1.8844861268341169E-020   6.0439363009360370E-026
   3.0674846625766872        1.9008988241445947E-020   6.0992638237727725E-026
   3.0581039755351682        1.9174015660916533E-020   6.1549266271654055E-026
   3.0487804878048781        1.9339945452391425E-020   6.2109257130746361E-026
   3.0395136778115504        1.9506779537549074E-020   6.2672620834072305E-026
   3.0303030303030303        1.9674519834112508E-020   6.3239367400162428E-026
   3.0211480362537766        1.9843168255853951E-020   6.3809506847012326E-026
   3.0120481927710845        2.0012726712599415E-020   6.4383049192084816E-026
   3.0030030030030028        2.0183197110233301E-020   6.4960004452312085E-026
   2.9940119760479043        2.0354581350702905E-020   6.5540382644097752E-026
   2.9850746268656718        2.0526881332023009E-020   6.6124193783319114E-026
   2.9761904761904763        2.0700098948280351E-020   6.6711447885329123E-026
   2.9673590504451037        2.0874236089638131E-020   6.7302154964958542E-026
   2.9585798816568047        2.1049294642340498E-020   6.7896325036517954E-026
   2.9498525073746311        2.1225276488716971E-020   6.8493968113799935E-026
   2.9411764705882355        2.1402183507186905E-020   6.9095094210080943E-026
   2.9325513196480939        2.1580017572263887E-020   6.9699713338123491E-026
   2.9239766081871346        2.1758780554560132E-020   7.0307835510178040E-026
   2.9154518950437316        2.1938474320790858E-020   7.0919470737985101E-026
   2.9069767441860463        2.2119100733778634E-020   7.1534629032777115E-026
   2.8985507246376812        2.2300661652457740E-020   7.2153320405280568E-026
   2.8901734104046244        2.2483158931878461E-020   7.2775554865717815E-026
   2.8818443804034581        2.2666594423211382E-020   7.3401342423809123E-026
   2.8735632183908044        2.2850969973751688E-020   7.4030693088774541E-026
   2.8653295128939829        2.3036287426923400E-020   7.4663616869335834E-026
   2.8571428571428572        2.3222548622283653E-020   7.5300123773718427E-026
   2.8490028490028489        2.3409755395526884E-020   7.5940223809653292E-026
   2.8409090909090908        2.3597909578489052E-020   7.6583926984378762E-026
   2.8328611898016995        2.3787012999151851E-020   7.7231243304642539E-026
   2.8248587570621471        2.3977067481646818E-020   7.7882182776703380E-026
   2.8169014084507040        2.4168074846259556E-020   7.8536755406333061E-026
   2.8089887640449440        2.4360036909433837E-020   7.9194971198818228E-026
   2.8011204481792715        2.4552955483775693E-020   7.9856840158962090E-026
   2.7932960893854748        2.4746832378057580E-020   8.0522372291086378E-026
   2.7855153203342620        2.4941669397222411E-020   8.1191577599033048E-026
   2.7777777777777777        2.5137468342387626E-020   8.1864466086166054E-026
   2.7700831024930750        2.5334231010849268E-020   8.2541047755373240E-026
   2.7624309392265194        2.5531959196085981E-020   8.3221332609067970E-026
   2.7548209366391183        2.5730654687763070E-020   8.3905330649190931E-026
   2.7472527472527473        2.5930319271736446E-020   8.4593051877211878E-026
   2.7397260273972601        2.8107720966912440E-021   8.5284506294131412E-026
   2.7322404371584699        2.8333011077721223E-021   8.5979703900482589E-026
   2.7247956403269753        2.8559478597429045E-021   8.6678654696332697E-026
   2.7173913043478262        2.8787126377348126E-021   8.7381368681284957E-026
   2.7100271002710028        2.9015957267356598E-021   8.8087855854480154E-026
   2.7027027027027026        2.9245974115900174E-021   8.8798126214598400E-026
   2.6954177897574123        2.9477179769993901E-021   8.9512189759860702E-026
   2.6881720430107525        2.9709577075223774E-021   9.0230056488030687E-026
   2.6809651474530831        2.9943168875748518E-021   9.0951736396416219E-026
   2.6737967914438503        3.0177958014301175E-021   9.1677239481870987E-026
   2.6666666666666665        3.0413947332190833E-021   9.2406575740796240E-026
   2.6595744680851063        3.0651139669304271E-021   9.3139755169142271E-026
   2.6525198938992043        3.0889537864107603E-021   9.3876787762410136E-026
   2.6455026455026456        3.1129144753647947E-021   9.4617683515653112E-026
   2.6385224274406331        3.1369963173555044E-021   9.5362452423478454E-026
   2.6315789473684212        3.1611995958042915E-021   9.6111104480048774E-026
   2.6246719160104988        3.1855245939911472E-021   9.6863649679083839E-026
   2.6178010471204187        3.2099715950548144E-021   9.7620098013861769E-026
   2.6109660574412534        3.2345408819929466E-021   9.8380459477221001E-026
   2.6041666666666665        3.2592327376622752E-021   9.9144744061561602E-026
   2.5974025974025974        3.2840474447787586E-021   9.9912961758846667E-026
   2.5906735751295336        3.3089852859177529E-021   1.0068512256060417E-025
   2.5839793281653747        3.3340465435141636E-021   1.0146123645792811E-025
   2.5773195876288661        3.3592314998626029E-021   1.0224131344148033E-025
   2.5706940874035991        3.3845404371175511E-021   1.0302536350149176E-025
   2.5641025641025643        3.4099736372935100E-021   1.0381339662776404E-025
   2.5575447570332481        3.4355313822651605E-021   1.0460542280967096E-025
   2.5510204081632653        3.4612139537675154E-021   1.0540145203615987E-025
   2.5445292620865141        3.4870216333960784E-021   1.0620149429575316E-025
   2.5380710659898478        3.5129547026069911E-021   1.0700555957654980E-025
   2.5316455696202533        3.5390134427171933E-021   1.0781365786622658E-025
   2.5252525252525251        3.5651981349045725E-021   1.0862579915203977E-025
   2.5188916876574305        3.5915090602081139E-021   1.0944199342082627E-025
   2.5125628140703520        3.6179464995280560E-021   1.1026225065900533E-025
   2.5062656641604009        3.6445107336260381E-021   1.1108658085257970E-025
   2.5000000000000000        3.6712020431252512E-021   1.1191499398713715E-025
   2.4937655860349128        3.6980207085105884E-021   1.1274750004785182E-025
   2.4875621890547261        3.7249670101287930E-021   1.1358410901948556E-025
   2.4813895781637716        3.7520412281886075E-021   1.1442483088638942E-025
   2.4752475247524752        3.7792436427609205E-021   1.1526967563250481E-025
   2.4691358024691357        3.8065745337789122E-021   1.1611865324136518E-025
   2.4630541871921183        3.8340341810382061E-021   1.1697177369609700E-025
   2.4570024570024569        3.8616228641970070E-021   1.1782904697942126E-025
   2.4509803921568629        3.8893408627762558E-021   1.1869048307365493E-025
   2.4449877750611249        3.9171884561597663E-021   1.1955609196071207E-025
   2.4390243902439024        3.9451659235943723E-021   1.2042588362210523E-025
   2.4330900243309004        3.9732735441900714E-021   1.2129986803894678E-025
   2.4271844660194173        4.0015115969201687E-021   1.2217805519195022E-025
   2.4213075060532687        4.0298803606214177E-021   1.2306045506143142E-025
   2.4154589371980677        4.0583801139941617E-021   1.2394707762730998E-025
   2.4096385542168677        4.0870111356024774E-021   1.2483793286911035E-025
   2.4038461538461537        4.1157737038743146E-021   1.2573303076596327E-025
   2.3980815347721824        4.1446680971016370E-021   1.2663238129660710E-025
   2.3923444976076556        4.1736945934405579E-021   1.2753599443938882E-025
