 #Opacity coefficient HI (G2V)
 # 1/Lambda [mu m^-1]              k_bf [cm^2]               k_ff [cm^2]
  0.49603174603174605        6.1273012573948305E-027   5.2496506044641440E-024
  0.49578582052553299        6.1362171839893852E-027   5.2574160619559781E-024
  0.49554013875123887        6.1451416054194943E-027   5.2651891566318141E-024
  0.49529470034670631        6.1540745254672138E-027   5.2729698922230111E-024
  0.49504950495049505        6.1630159479142859E-027   5.2807582724609078E-024
  0.49480455220188024        6.1719658765421181E-027   5.2885543010768274E-024
  0.49455984174085066        6.1809243151317879E-027   5.2963579818020756E-024
  0.49431537320810676        6.1898912674640560E-027   5.3041693183679373E-024
  0.49407114624505927        6.1988667373193455E-027   5.3119883145056814E-024
  0.49382716049382713        6.2078507284777626E-027   5.3198149739465541E-024
  0.49358341559723595        6.2168432447190827E-027   5.3276493004217903E-024
  0.49333991119881598        6.2258442898227490E-027   5.3354912976626009E-024
  0.49309664694280081        6.2348538675678884E-027   5.3433409694001842E-024
  0.49285362247412517        6.2438719817332910E-027   5.3511983193657151E-024
  0.49261083743842365        6.2528986360974330E-027   5.3590633512903551E-024
  0.49236829148202854        6.2619338344384512E-027   5.3669360689052438E-024
  0.49212598425196852        6.2709775805341657E-027   5.3748164759415054E-024
  0.49188391539596654        6.2800298781620633E-027   5.3827045761302455E-024
  0.49164208456243852        6.2890907310993100E-027   5.3906003732025487E-024
  0.49140049140049141        6.2981601431227417E-027   5.3985038708894869E-024
  0.49115913555992141        6.3072381180088743E-027   5.4064150729221094E-024
  0.49091801669121254        6.3163246595338917E-027   5.4143339830314512E-024
  0.49067713444553485        6.3254197714736525E-027   5.4222606049485257E-024
  0.49043648847474253        6.3345234576036934E-027   5.4301949424043307E-024
  0.49019607843137253        6.3436357216992210E-027   5.4381369991298461E-024
  0.48995590396864280        6.3527565675351176E-027   5.4460867788560331E-024
  0.48971596474045054        6.3618859988859425E-027   5.4540442853138365E-024
  0.48947626040137054        6.3710240195259281E-027   5.4620095222341777E-024
  0.48923679060665359        6.3801706332289751E-027   5.4699824933479678E-024
  0.48899755501222492        6.3893258437686694E-027   5.4779632023860972E-024
  0.48875855327468232        6.3984896549182631E-027   5.4859516530794366E-024
  0.48851978505129456        6.4076620704506850E-027   5.4939478491588398E-024
  0.48828125000000000        6.4168430941385421E-027   5.5019517943551429E-024
  0.48804294777940460        6.4260327297541160E-027   5.5099634923991630E-024
  0.48780487804878048        6.4352309810693531E-027   5.5179829470217030E-024
  0.48756704046806437        6.4444378518558906E-027   5.5260101619535464E-024
  0.48732943469785572        6.4536533458850271E-027   5.5340451409254564E-024
  0.48709206039941549        6.4628774669277453E-027   5.5420878876681795E-024
  0.48685491723466406        6.4721102187546953E-027   5.5501384059124454E-024
  0.48661800486618007        6.4813516051362099E-027   5.5581966993889661E-024
  0.48638132295719844        6.4906016298422926E-027   5.5662627718284365E-024
  0.48614487117160915        6.4998602966426241E-027   5.5743366269615312E-024
  0.48590864917395532        6.5091276093065551E-027   5.5824182685189094E-024
  0.48567265662943176        6.5184035716031218E-027   5.5905077002312123E-024
  0.48543689320388350        6.5276881873010264E-027   5.5986049258290595E-024
  0.48520135856380397        6.5369814601686524E-027   5.6067099490430600E-024
  0.48496605237633367        6.5462833939740545E-027   5.6148227736038002E-024
  0.48473097430925838        6.5555939924849678E-027   5.6229434032418496E-024
  0.48449612403100772        6.5649132594688014E-027   5.6310718416877606E-024
  0.48426150121065376        6.5742411986926344E-027   5.6392080926720667E-024
  0.48402710551790901        6.5835778139232332E-027   5.6473521599252859E-024
  0.48379293662312528        6.5929231089270298E-027   5.6555040471779194E-024
  0.48355899419729209        6.6022770874701375E-027   5.6636637581604462E-024
  0.48332527791203478        6.6116397533183412E-027   5.6718312966033300E-024
  0.48309178743961351        6.6210111102371101E-027   5.6800066662370190E-024
  0.48285852245292127        6.6303911619915818E-027   5.6881898707919393E-024
  0.48262548262548260        6.6397799123465698E-027   5.6963809139985062E-024
  0.48239266763145200        6.6491773650665702E-027   5.7045797995871113E-024
  0.48216007714561232        6.6585835239157522E-027   5.7127865312881300E-024
  0.48192771084337349        6.6679983926579577E-027   5.7210011128319232E-024
  0.48169556840077071        6.6774219750567116E-027   5.7292235479488288E-024
  0.48146364949446319        6.6868542748752100E-027   5.7374538403691732E-024
  0.48123195380173245        6.6962952958763264E-027   5.7456919938232620E-024
  0.48100048100048098        6.7057450418226183E-027   5.7539380120413812E-024
  0.48076923076923078        6.7152035164763049E-027   5.7621918987538061E-024
  0.48053820278712156        6.7246707235992966E-027   5.7704536576907875E-024
  0.48030739673390971        6.7341466669531753E-027   5.7787232925825635E-024
  0.48007681228996640        6.7436313502991945E-027   5.7870008071593493E-024
  0.47984644913627639        6.7531247773982931E-027   5.7952862051513508E-024
  0.47961630695443647        6.7626269520110831E-027   5.8035794902887487E-024
  0.47938638542665390        6.7721378778978564E-027   5.8118806663017099E-024
  0.47915668423574509        6.7816575588185748E-027   5.8201897369203843E-024
  0.47892720306513409        6.7911859985328818E-027   5.8285067058749034E-024
  0.47869794159885115        6.8007232008001021E-027   5.8368315768953799E-024
  0.47846889952153110        6.8102691693792319E-027   5.8451643537119128E-024
  0.47824007651841222        6.8198239080289444E-027   5.8535050400545816E-024
  0.47801147227533458        6.8293874205075974E-027   5.8618536396534460E-024
  0.47778308647873863        6.8389597105732155E-027   5.8702101562385529E-024
  0.47755491881566381        6.8485407819835093E-027   5.8785745935399303E-024
  0.47732696897374699        6.8581306384958663E-027   5.8869469552875879E-024
  0.47709923664122139        6.8677292838673485E-027   5.8953272452115169E-024
  0.47687172150691465        6.8773367218546921E-027   5.9037154670416946E-024
  0.47664442326024786        6.8869529562143189E-027   5.9121116245080799E-024
  0.47641734159123394        6.8965779907023251E-027   5.9205157213406119E-024
  0.47619047619047616        6.9062118290744883E-027   5.9289277612692157E-024
  0.47596382674916704        6.9158544750862548E-027   5.9373477480237966E-024
  0.47573739295908657        6.9255059324927564E-027   5.9457756853342460E-024
  0.47551117451260105        6.9351662050488051E-027   5.9542115769304324E-024
  0.47528517110266161        6.9448352965088785E-027   5.9626554265422147E-024
  0.47505938242280282        6.9545132106271513E-027   5.9711072378994300E-024
  0.47483380816714149        6.9641999511574612E-027   5.9795670147318947E-024
  0.47460844803037494        6.9738955218533272E-027   5.9880347607694178E-024
  0.47438330170777987        6.9835999264679512E-027   5.9965104797417804E-024
  0.47415836889521101        6.9933131687542110E-027   6.0049941753787541E-024
  0.47393364928909953        7.0030352524646641E-027   6.0134858514100914E-024
  0.47370914258645191        7.0127661813515425E-027   6.0219855115655234E-024
  0.47348484848484851        7.0225059591667595E-027   6.0304931595747696E-024
  0.47326076668244205        7.0322545896619071E-027   6.0390087991675317E-024
  0.47303689687795647        7.0420120765882587E-027   6.0475324340734910E-024
  0.47281323877068560        7.0517784236967618E-027   6.0560640680223139E-024
  0.47258979206049151        7.0615536347380458E-027   6.0646037047436530E-024
  0.47236655644780351        7.0713377134624152E-027   6.0731513479671345E-024
  0.47214353163361661        7.0811306636198565E-027   6.0817070014223764E-024
  0.47192071731949031        7.0909324889600387E-027   6.0902706688389782E-024
  0.47169811320754718        7.1007431932323038E-027   6.0988423539465170E-024
  0.47147571900047147        7.1105627801856724E-027   6.1074220604745585E-024
  0.47125353440150802        7.1203912535688478E-027   6.1160097921526489E-024
  0.47103155911446065        7.1302286171302165E-027   6.1246055527103215E-024
  0.47080979284369112        7.1400748746178332E-027   6.1332093458770829E-024
  0.47058823529411764        7.1499300297794428E-027   6.1418211753824327E-024
  0.47036688617121353        7.1597940863624631E-027   6.1504410449558486E-024
  0.47014574518100610        7.1696670481139918E-027   6.1590689583267937E-024
  0.46992481203007519        7.1795489187808109E-027   6.1677049192247118E-024
  0.46970408642555189        7.1894397021093740E-027   6.1763489313790314E-024
  0.46948356807511737        7.1993394018458260E-027   6.1850009985191627E-024
  0.46926325668700142        7.2092480217359789E-027   6.1936611243745003E-024
  0.46904315196998125        7.2191655655253319E-027   6.2023293126744213E-024
  0.46882325363338023        7.2290920369590629E-027   6.2110055671482851E-024
  0.46860356138706655        7.2390274397820282E-027   6.2196898915254357E-024
  0.46838407494145201        7.2489717777387643E-027   6.2283822895352001E-024
  0.46816479400749061        7.2589250545734890E-027   6.2370827649068879E-024
  0.46794571829667758        7.2688872740300972E-027   6.2457913213697901E-024
  0.46772684752104771        7.2788584398521711E-027   6.2545079626531831E-024
  0.46750818139317440        7.2888385557829658E-027   6.2632326924863280E-024
  0.46728971962616822        7.2988276255654176E-027   6.2719655145984643E-024
  0.46707146193367588        7.3088256529421416E-027   6.2807064327188192E-024
  0.46685340802987862        7.3188326416554444E-027   6.2894554505766001E-024
  0.46663555762949138        7.3288485954472980E-027   6.2982125719010004E-024
  0.46641791044776121        7.3388735180593618E-027   6.3069778004211914E-024
  0.46620046620046618        7.3489074132329796E-027   6.3157511398663341E-024
  0.46598322460391428        7.3589502847091664E-027   6.3245325939655728E-024
  0.46576618537494180        7.3690021362286258E-027   6.3333221664480257E-024
  0.46554934823091249        7.3790629715317388E-027   6.3421198610428049E-024
  0.46533271288971617        7.3891327943585704E-027   6.3509256814790008E-024
  0.46511627906976744        7.3992116084488559E-027   6.3597396314856870E-024
  0.46490004649000466        7.4092994175420275E-027   6.3685617147919224E-024
  0.46468401486988847        7.4193962253771861E-027   6.3773919351267462E-024
  0.46446818392940081        7.4295020356931184E-027   6.3862302962191843E-024
  0.46425255338904364        7.4396168522282910E-027   6.3950768017982448E-024
  0.46403712296983757        7.4497406787208490E-027   6.4039314555929169E-024
  0.46382189239332094        7.4598735189086265E-027   6.4127942613321773E-024
  0.46360686138154844        7.4700153765291285E-027   6.4216652227449798E-024
  0.46339202965708992        7.4801662553195519E-027   6.4305443435602680E-024
  0.46317739694302917        7.4903261590167661E-027   6.4394316275069672E-024
  0.46296296296296297        7.5004950913573280E-027   6.4483270783139812E-024
  0.46274872744099954        7.5106730560774685E-027   6.4572306997102074E-024
  0.46253469010175763        7.5208600569131088E-027   6.4661424954245129E-024
  0.46232085067036521        7.5310560975998456E-027   6.4750624691857627E-024
  0.46210720887245843        7.5412611818729585E-027   6.4839906247227917E-024
  0.46189376443418012        7.5514753134674116E-027   6.4929269657644302E-024
  0.46168051708217911        7.5616984961178503E-027   6.5018714960394817E-024
  0.46146746654360865        7.5719307335585957E-027   6.5108242192767412E-024
  0.46125461254612549        7.5821720295236532E-027   6.5197851392049833E-024
  0.46104195481788846        7.5924223877467199E-027   6.5287542595529629E-024
  0.46082949308755761        7.6026818119611582E-027   6.5377315840494274E-024
  0.46061722708429298        7.6129503059000294E-027   6.5467171164231007E-024
  0.46040515653775321        7.6232278732960606E-027   6.5557108604026890E-024
  0.46019328117809483        7.6335145178816757E-027   6.5647128197168861E-024
  0.45998160073597055        7.6438102433889704E-027   6.5737229980943720E-024
  0.45977011494252873        7.6541150535497260E-027   6.5827413992637999E-024
  0.45955882352941174        7.6644289520954081E-027   6.5917680269538175E-024
  0.45934772622875519        7.6747519427571638E-027   6.6008028848930493E-024
  0.45913682277318640        7.6850840292658186E-027   6.6098459768101078E-024
  0.45892611289582375        7.6954252153518855E-027   6.6188973064335837E-024
  0.45871559633027525        7.7057755047455587E-027   6.6279568774920563E-024
  0.45850527281063730        7.7161349011767111E-027   6.6370246937140865E-024
  0.45829514207149402        7.7265034083749069E-027   6.6461007588282188E-024
  0.45808520384791573        7.7368810300693834E-027   6.6551850765629803E-024
  0.45787545787545786        7.7472677699890649E-027   6.6642776506468818E-024
  0.45766590389016021        7.7576636318625616E-027   6.6733784848084240E-024
  0.45745654162854527        7.7680686194181592E-027   6.6824875827760809E-024
  0.45724737082761774        7.7784827363838307E-027   6.6916049482783178E-024
  0.45703839122486289        7.7889059864872350E-027   6.7007305850435781E-024
  0.45682960255824578        7.7993383734557107E-027   6.7098644968002932E-024
  0.45662100456621002        7.8097799010162752E-027   6.7190066872768799E-024
  0.45641259698767683        7.8202305728956359E-027   6.7281571602017302E-024
  0.45620437956204379        7.8306903928201830E-027   6.7373159193032299E-024
  0.45599635202918376        7.8411593645159841E-027   6.7464829683097414E-024
  0.45578851412944393        7.8516374917087965E-027   6.7556583109496127E-024
  0.45558086560364464        7.8621247781240548E-027   6.7648419509511796E-024
  0.45537340619307831        7.8726212274868838E-027   6.7740338920427517E-024
  0.45516613563950842        7.8831268435220866E-027   6.7832341379526357E-024
  0.45495905368516831        7.8936416299541537E-027   6.7924426924091117E-024
  0.45475216007276037        7.9041655905072527E-027   6.8016595591404466E-024
  0.45454545454545453        7.9146987289052426E-027   6.8108847418748913E-024
  0.45433893684688775        7.9252410488716625E-027   6.8201182443406832E-024
  0.45413260672116257        7.9357925541297315E-027   6.8293600702660379E-024
  0.45392646391284613        7.9463532484023601E-027   6.8386102233791577E-024
  0.45372050816696913        7.9569231354121403E-027   6.8478687074082317E-024
  0.45351473922902497        7.9675022188813400E-027   6.8571355260814269E-024
  0.45330915684496825        7.9780905025319225E-027   6.8664106831269014E-024
  0.45310376076121434        7.9886879900855285E-027   6.8756941822727871E-024
  0.45289855072463769        7.9992946852634874E-027   6.8849860272472099E-024
  0.45269352648257127        8.0099105917868055E-027   6.8942862217782765E-024
  0.45248868778280543        8.0205357133761793E-027   6.9035947695940701E-024
  0.45228403437358661        8.0311700537519867E-027   6.9129116744226697E-024
  0.45207956600361665        8.0418136166342972E-027   6.9222369399921292E-024
  0.45187528242205149        8.0524664057428486E-027   6.9315705700304936E-024
  0.45167118337850043        8.0631284247970805E-027   6.9409125682657830E-024
  0.45146726862302483        8.0737996775161052E-027   6.9502629384260086E-024
  0.45126353790613716        8.0844801676187264E-027   6.9596216842391642E-024
  0.45105999097880017        8.0951698988234266E-027   6.9689888094332242E-024
  0.45085662759242562        8.1058688748483795E-027   6.9783643177361500E-024
  0.45065344749887337        8.1165770994114363E-027   6.9877482128758882E-024
  0.45045045045045046        8.1272945762301394E-027   6.9971404985803648E-024
  0.45024763619990993        8.1380213090217113E-027   7.0065411785774956E-024
  0.45004500450045004        8.1487573015030631E-027   7.0159502565951729E-024
  0.44984255510571303        8.1595025573907875E-027   7.0253677363612787E-024
  0.44964028776978415        8.1702570804011612E-027   7.0347936216036801E-024
  0.44943820224719100        8.1810208742501542E-027   7.0442279160502254E-024
  0.44923629829290207        8.1917939426534105E-027   7.0536706234287436E-024
  0.44903457566232602        8.2025762893262657E-027   7.0631217474670536E-024
  0.44883303411131059        8.2133679179837368E-027   7.0725812918929609E-024
  0.44863167339614179        8.2241688323405338E-027   7.0820492604342402E-024
  0.44843049327354262        8.2349790361110437E-027   7.0915256568186691E-024
  0.44822949350067237        8.2457985330093393E-027   7.1010104847739974E-024
  0.44802867383512546        8.2566273267491851E-027   7.1105037480279631E-024
  0.44782803403493060        8.2674654210440239E-027   7.1200054503082834E-024
  0.44762757385854968        8.2783128196069857E-027   7.1295155953426686E-024
  0.44742729306487694        8.2891695261508923E-027   7.1390341868588052E-024
  0.44722719141323791        8.3000355443882451E-027   7.1485612285843678E-024
  0.44702726866338849        8.3109108780312287E-027   7.1580967242470137E-024
  0.44682752457551383        8.3217955307917218E-027   7.1676406775743869E-024
  0.44662795891022777        8.3326895063812804E-027   7.1771930922941077E-024
  0.44642857142857145        8.3435928085111492E-027   7.1867539721337921E-024
  0.44622936189201251        8.3545054408922657E-027   7.1963233208210327E-024
  0.44603033006244425        8.3654274072352415E-027   7.2059011420834043E-024
  0.44583147570218457        8.3763587112503844E-027   7.2154874396484744E-024
  0.44563279857397503        8.3872993566476804E-027   7.2250822172437871E-024
  0.44543429844097998        8.3982493471368001E-027   7.2346854785968747E-024
  0.44523597506678542        8.4092086864271169E-027   7.2442972274352516E-024
  0.44503782821539833        8.4201773782276670E-027   7.2539174674864165E-024
  0.44483985765124556        8.4311554262471940E-027   7.2635462024778561E-024
  0.44464206313917298        8.4421428341941069E-027   7.2731834361370363E-024
  0.44444444444444442        8.4531396057765223E-027   7.2828291721914103E-024
  0.44424700133274103        8.4641457447022294E-027   7.2924834143684146E-024
  0.44404973357015987        8.4751612546787062E-027   7.3021461663954671E-024
  0.44385264092321347        8.4861861394131248E-027   7.3118174319999750E-024
  0.44365572315882873        8.4972204026123304E-027   7.3214972149093280E-024
  0.44345898004434592        8.5082640479828625E-027   7.3311855188509012E-024
  0.44326241134751770        8.5193170792309534E-027   7.3408823475520477E-024
  0.44306601683650865        8.5303795000625112E-027   7.3505877047401174E-024
  0.44286979627989370        8.5414513141831326E-027   7.3603015941424310E-024
  0.44267374944665783        8.5525325252981073E-027   7.3700240194862975E-024
  0.44247787610619471        8.5636231371124121E-027   7.3797549844990183E-024
  0.44228217602830605        8.5747231533306994E-027   7.3894944929078717E-024
  0.44208664898320071        8.5858325776573220E-027   7.3992425484401179E-024
  0.44189129474149358        8.5969514137963053E-027   7.4089991548230101E-024
  0.44169611307420492        8.6080796654513806E-027   7.4187643157837779E-024
  0.44150110375275936        8.6192173363259534E-027   7.4285380350496390E-024
  0.44130626654898497        8.6303644301231165E-027   7.4383203163477952E-024
  0.44111160123511250        8.6415209505456542E-027   7.4481111634054347E-024
  0.44091710758377423        8.6526869012960350E-027   7.4579105799497227E-024
  0.44072278536800352        8.6638622860764190E-027   7.4677185697078209E-024
  0.44052863436123346        8.6750471085886476E-027   7.4775351364068636E-024
  0.44033465433729635        8.6862413725342582E-027   7.4873602837739774E-024
  0.44014084507042256        8.6974450816144637E-027   7.4971940155362713E-024
  0.43994720633523976        8.7086582395301759E-027   7.5070363354208325E-024
  0.43975373790677219        8.7198808499819921E-027   7.5168872471547406E-024
  0.43956043956043955        8.7311129166701912E-027   7.5267467544650592E-024
  0.43936731107205623        8.7423544432947422E-027   7.5366148610788356E-024
  0.43917435221783047        8.7536054335553067E-027   7.5464915707230966E-024
  0.43898156277436345        8.7648658911512297E-027   7.5563768871248602E-024
  0.43878894251864853        8.7761358197815457E-027   7.5662708140111268E-024
  0.43859649122807015        4.7076024663012511E-027   7.5761733551088776E-024
  0.43840420868040331        4.7137013596055061E-027   7.5860845141450791E-024
  0.43821209465381245        4.7198054579398463E-027   7.5960042948466920E-024
  0.43802014892685065        4.7259147634317435E-027   7.6059327009406492E-024
  0.43782837127845886        4.7320292782085749E-027   7.6158697361538759E-024
  0.43763676148796499        4.7381490043976094E-027   7.6258154042132756E-024
  0.43744531933508313        4.7442739441260210E-027   7.6357697088457442E-024
  0.43725404459991257        4.7504040995208755E-027   7.6457326537781544E-024
  0.43706293706293708        4.7565394727091411E-027   7.6557042427373683E-024
  0.43687199650502401        4.7626800658176820E-027   7.6656844794502320E-024
  0.43668122270742360        4.7688258809732591E-027   7.6756733676435753E-024
  0.43649061545176776        4.7749769203025370E-027   7.6856709110442107E-024
  0.43630017452006981        4.7811331859320751E-027   7.6956771133789414E-024
  0.43610989969472308        4.7872946799883285E-027   7.7056919783745490E-024
  0.43591979075850046        4.7934614045976563E-027   7.7157155097578016E-024
  0.43572984749455340        4.7996333618863107E-027   7.7257477112554542E-024
  0.43554006968641112        4.8058105539804449E-027   7.7357885865942440E-024
  0.43535045711797998        4.8119929830061130E-027   7.7458381395008909E-024
  0.43516100957354220        4.8181806510892601E-027   7.7558963737021087E-024
  0.43497172683775553        4.8243735603557351E-027   7.7659632929245831E-024
  0.43478260869565216        4.8305717129312882E-027   7.7760389008949973E-024
  0.43459365493263796        4.8367751109415600E-027   7.7861232013400047E-024
  0.43440486533449174        4.8429837565120940E-027   7.7962161979862560E-024
  0.43421623968736428        4.8491976517683337E-027   7.8063178945603843E-024
  0.43402777777777779        4.8554167988356173E-027   7.8164282947890034E-024
  0.43383947939262474        4.8616411998391838E-027   7.8265474023987125E-024
  0.43365134431916741        4.8678708569041706E-027   7.8366752211160991E-024
  0.43346337234503685        4.8741057721556143E-027   7.8468117546677286E-024
  0.43327556325823224        4.8803459477184479E-027   7.8569570067801606E-024
  0.43308791684711995        4.8865913857175056E-027   7.8671109811799340E-024
  0.43290043290043290        4.8928420882775159E-027   7.8772736815935716E-024
  0.43271311120726957        4.8990980575231094E-027   7.8874451117475844E-024
  0.43252595155709345        4.9053592955788178E-027   7.8976252753684659E-024
  0.43233895373973197        4.9116258045690637E-027   7.9078141761826905E-024
  0.43215211754537597        4.9178975866181758E-027   7.9180118179167279E-024
  0.43196544276457882        4.9241746438503795E-027   7.9282182042970232E-024
  0.43177892918825561        4.9304569783897953E-027   7.9384333390500138E-024
  0.43159257660768235        4.9367445923604448E-027   7.9486572259021154E-024
  0.43140638481449528        4.9430374878862527E-027   7.9588898685797274E-024
  0.43122035360068994        4.9493356670910340E-027   7.9691312708092431E-024
  0.43103448275862066        4.9556391320985090E-027   7.9793814363170327E-024
  0.43084877208099959        4.9619478850322930E-027   7.9896403688294573E-024
  0.43066322136089580        4.9682619280159033E-027   7.9999080720728530E-024
  0.43047783039173482        4.9745812631727531E-027   8.0101845497735547E-024
  0.43029259896729777        4.9809058926261573E-027   8.0204698056578705E-024
  0.43010752688172044        4.9872358184993259E-027   8.0307638434520985E-024
  0.42992261392949271        4.9935710429153708E-027   8.0410666668825220E-024
  0.42973785990545765        4.9999115679973034E-027   8.0513782796754080E-024
  0.42955326460481097        5.0062573958680311E-027   8.0616986855570077E-024
  0.42936882782310004        5.0126085286503607E-027   8.0720278882535616E-024
  0.42918454935622319        5.0189649684670002E-027   8.0823658914912854E-024
  0.42900042900042901        5.0253267174405549E-027   8.0927126989963920E-024
  0.42881646655231559        5.0316937776935296E-027   8.1030683144950735E-024
  0.42863266180882981        5.0380661513483279E-027   8.1134327417135045E-024
  0.42844901456726647        5.0444438405272504E-027   8.1238059843778508E-024
  0.42826552462526768        5.0508268473525019E-027   8.1341880462142545E-024
  0.42808219178082191        5.0572151739461813E-027   8.1445789309488506E-024
  0.42789901583226359        5.0636088224302868E-027   8.1549786423077548E-024
  0.42771599657827203        5.0700077949267206E-027   8.1653871840170727E-024
  0.42753313381787089        5.0764120935572766E-027   8.1758045598028906E-024
  0.42735042735042733        5.0828217204436553E-027   8.1862307733912818E-024
  0.42716787697565145        5.0892366777074520E-027   8.1966658285082973E-024
  0.42698548249359519        5.0956569674701590E-027   8.2071097288799884E-024
  0.42680324370465217        5.1020825918531749E-027   8.2175624782323767E-024
  0.42662116040955633        5.1085135529777893E-027   8.2280240802914781E-024
  0.42643923240938164        5.1149498529651975E-027   8.2384945387832909E-024
  0.42625745950554134        5.1213914939364910E-027   8.2489738574337942E-024
  0.42607584149978694        5.1278384780126594E-027   8.2594620399689584E-024
  0.42589437819420783        5.1342908073145961E-027   8.2699590901147390E-024
  0.42571306939123033        5.1407484839630884E-027   8.2804650115970710E-024
  0.42553191489361702        5.1472115100788267E-027   8.2909798081418794E-024
  0.42535091450446616        5.1536798877823972E-027   8.3015034834750727E-024
  0.42517006802721086        5.1601536191942903E-027   8.3120360413225462E-024
  0.42498937526561836        5.1666327064348907E-027   8.3225774854101749E-024
  0.42480883602378927        5.1731171516244863E-027   8.3331278194638231E-024
  0.42462845010615713        5.1796069568832609E-027   8.3436870472093481E-024
  0.42444821731748728        5.1861021243313008E-027   8.3542551723725733E-024
  0.42426813746287656        5.1926026560885904E-027   8.3648321986793265E-024
  0.42408821034775235        5.1991085542750129E-027   8.3754181298554104E-024
  0.42390843577787196        5.2056198210103534E-027   8.3860129696266118E-024
  0.42372881355932202        5.2121364584142919E-027   8.3966167217187129E-024
  0.42354934349851758        5.2186584686064127E-027   8.4072293898574679E-024
  0.42337002540220153        5.2251858537061963E-027   8.4178509777686254E-024
  0.42319085907744391        5.2317186158330246E-027   8.4284814891779176E-024
  0.42301184433164130        5.2382567571061787E-027   8.4391209278110578E-024
  0.42283298097251587        5.2448002796448375E-027   8.4497692973937502E-024
  0.42265426880811496        5.2513491855680813E-027   8.4604266016516816E-024
  0.42247570764681031        5.2579034769948908E-027   8.4710928443105241E-024
  0.42229729729729731        5.2644631560441440E-027   8.4817680290959335E-024
  0.42211903756859437        5.2710282248346187E-027   8.4924521597335554E-024
  0.42194092827004220        5.2775986854849940E-027   8.5031452399490148E-024
  0.42176296921130324        5.2841745401138475E-027   8.5138472734679280E-024
  0.42158516020236086        5.2907557908396583E-027   8.5245582640158906E-024
  0.42140750105351876        5.2973424397808002E-027   8.5352782153184908E-024
  0.42122999157540014        5.3039344890555542E-027   8.5460071311012979E-024
  0.42105263157894735        5.3105319407820939E-027   8.5567450150898604E-024
  0.42087542087542090        5.3171347970784960E-027   8.5674918710097240E-024
  0.42069835927639881        5.3237430600627366E-027   8.5782477025864183E-024
  0.42052144659377627        5.3303567318526937E-027   8.5890125135454404E-024
  0.42034468263976460        5.3369758145661413E-027   8.5997863076123037E-024
  0.42016806722689076        5.3436003103207526E-027   8.6105690885124759E-024
  0.41999160016799664        5.3502302212341073E-027   8.6213608599714308E-024
  0.41981528127623846        5.3568655494236771E-027   8.6321616257146215E-024
  0.41963911036508600        5.3635062970068378E-027   8.6429713894674848E-024
  0.41946308724832215        5.3701524661008638E-027   8.6537901549554401E-024
  0.41928721174004191        5.3768040588229315E-027   8.6646179259038994E-024
  0.41911148365465212        5.3834610772901130E-027   8.6754547060382614E-024
  0.41893590280687054        5.3901235236193845E-027   8.6863004990838998E-024
  0.41876046901172531        5.3967913999276193E-027   8.6971553087661797E-024
  0.41858518208455420        5.4034647083315920E-027   8.7080191388104570E-024
  0.41841004184100417        5.4101434509479780E-027   8.7188919929420601E-024
  0.41823504809703055        5.4168276298933494E-027   8.7297738748863186E-024
  0.41806020066889632        5.4235172472841831E-027   8.7406647883685327E-024
  0.41788549937317176        5.4302123052368516E-027   8.7515647371140000E-024
  0.41771094402673348        5.4369128058676286E-027   8.7624737248479970E-024
  0.41753653444676408        5.4436187512926902E-027   8.7733917552957860E-024
  0.41736227045075125        5.4503301436281100E-027   8.7843188321826157E-024
  0.41718815185648728        5.4570469849898617E-027   8.7952549592337233E-024
  0.41701417848206840        5.4637692774938208E-027   8.8062001401743283E-024
  0.41684035014589410        5.4704970232557637E-027   8.8171543787296368E-024
  0.41666666666666669        5.4772302243913623E-027   8.8281176786248376E-024
  0.41649312786339027        5.4839688830161927E-027   8.8390900435851075E-024
  0.41631973355537050        5.4907130012457301E-027   8.8500714773356115E-024
  0.41614648356221390        5.4974625811953500E-027   8.8610619836014987E-024
  0.41597337770382697        5.5042176249803280E-027   8.8720615661078989E-024
  0.41580041580041582        5.5109781347158386E-027   8.8830702285799346E-024
  0.41562759767248547        5.5177441125169603E-027   8.8940879747427061E-024
  0.41545492314083921        5.5245155604986680E-027   8.9051148083213097E-024
  0.41528239202657807        5.5312924807758378E-027   8.9161507330408148E-024
  0.41511000415110005        5.5380748754632461E-027   8.9271957526262911E-024
  0.41493775933609961        5.5448627466755702E-027   8.9382498708027788E-024
  0.41476565740356697        5.5516560965273890E-027   8.9493130912953152E-024
  0.41459369817578773        5.5584549271331791E-027   8.9603854178289169E-024
  0.41442188147534192        5.5652592406073185E-027   8.9714668541285860E-024
  0.41425020712510358        5.5720690390640857E-027   8.9825574039193185E-024
  0.41407867494824019        5.5788843246176593E-027   8.9936570709260843E-024
  0.41390728476821192        5.5857050993821183E-027   9.0047658588738456E-024
  0.41373603640877121        5.5925313654714434E-027   9.0158837714875529E-024
  0.41356492969396197        5.5993631249995139E-027   9.0270108124921349E-024
  0.41339396444811904        5.6062003800801098E-027   9.0381469856125128E-024
  0.41322314049586778        5.6130431328269147E-027   9.0492922945735900E-024
  0.41305245766212306        5.6198913853535073E-027   9.0604467431002540E-024
  0.41288191577208916        5.6267451397733691E-027   9.0716103349173819E-024
  0.41271151465125877        5.6336043981998865E-027   9.0827830737498375E-024
  0.41254125412541254        5.6404691627463365E-027   9.0939649633224614E-024
  0.41237113402061853        5.6473394355259076E-027   9.1051560073600923E-024
